GeneID,padj,pvalue,stat,baseMean,Gene Symbol,Description
1235,2.65E-07,9.29E-09,36.987977,309.63,CCR6,C-C motif chemokine receptor 6
80727,2.65E-07,9.30E-09,36.987114,3900.18,TTYH3,tweety family member 3
115650,2.66E-07,9.33E-09,36.979399,137.94,TNFRSF13C,TNF receptor superfamily member 13C
53347,2.68E-07,9.43E-09,36.95921,227.51,UBASH3A,ubiquitin associated and SH3 domain containing A
2124,2.68E-07,9.45E-09,36.95518,2476.76,EVI2B,ecotropic viral integration site 2B
84069,2.69E-07,9.50E-09,36.943938,78.51,PLEKHN1,pleckstrin homology domain containing N1
140564,2.69E-07,9.51E-09,36.941363,454.67,APOBEC3D,apolipoprotein B mRNA editing enzyme catalytic subunit 3D
115004,2.72E-07,9.61E-09,36.920452,317.16,CGAS,cyclic GMP-AMP synthase
100505876,2.78E-07,9.86E-09,36.870488,2485.14,CEBPZOS,CEBPZ opposite strand
7461,2.78E-07,9.86E-09,36.86947,3375.28,CLIP2,CAP-Gly domain containing linker protein 2
79931,2.79E-07,9.90E-09,36.861096,114.34,TNIP3,TNFAIP3 interacting protein 3
229,2.82E-07,1.00E-08,36.839842,24095.54,ALDOB,"aldolase, fructose-bisphosphate B"
3321,2.84E-07,1.01E-08,36.823976,1805.71,IGSF3,immunoglobulin superfamily member 3
102724827,2.84E-07,1.01E-08,36.818667,149.19,MIATNB,MIAT neighbor
94240,2.84E-07,1.01E-08,36.815017,1726.94,EPSTI1,epithelial stromal interaction 1
102465871,2.91E-07,1.04E-08,36.763948,15.64,MIR8071-1,microRNA 8071-1
83666,2.92E-07,1.04E-08,36.754714,3533.53,PARP9,poly(ADP-ribose) polymerase family member 9
7305,2.94E-07,1.05E-08,36.742041,2354.3,TYROBP,transmembrane immune signaling adaptor TYROBP
101929422,3.00E-07,1.08E-08,36.696705,17.23,LINC02285,long intergenic non-protein coding RNA 2285
101927780,3.01E-07,1.08E-08,36.687915,21.98,LINC01303,long intergenic non-protein coding RNA 1303
5336,3.01E-07,1.08E-08,36.690157,2193.46,PLCG2,phospholipase C gamma 2
154796,3.07E-07,1.10E-08,36.642481,1058.42,AMOT,angiomotin
7634,3.13E-07,1.13E-08,36.603504,32.51,ZNF80,zinc finger protein 80
255488,3.13E-07,1.13E-08,36.600435,1030.83,RNF144B,ring finger protein 144B
5523,3.17E-07,1.14E-08,36.574938,1497.91,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
241,3.24E-07,1.17E-08,36.529355,1051.53,ALOX5AP,arachidonate 5-lipoxygenase activating protein
55672,3.26E-07,1.18E-08,36.512499,2400.31,NBPF1,NBPF member 1
26577,3.30E-07,1.19E-08,36.488165,520.79,PCOLCE2,procollagen C-endopeptidase enhancer 2
392617,3.30E-07,1.20E-08,36.484865,92.52,ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1
55793,3.37E-07,1.22E-08,36.439116,2161.84,MINDY1,MINDY lysine 48 deubiquitinase 1
51279,3.48E-07,1.26E-08,36.372297,2563.69,C1RL,complement C1r subcomponent like
84687,3.55E-07,1.29E-08,36.328902,3297.17,PPP1R9B,protein phosphatase 1 regulatory subunit 9B
102724608,3.56E-07,1.30E-08,36.323586,29.54,LOC102724608,uncharacterized LOC102724608
105369767,3.64E-07,1.33E-08,36.275566,26.2,LOC105369767,uncharacterized LOC105369767
221395,3.64E-07,1.33E-08,36.27297,2446.04,ADGRF5,adhesion G protein-coupled receptor F5
10268,3.72E-07,1.36E-08,36.227501,900.7,RAMP3,receptor activity modifying protein 3
10417,3.72E-07,1.36E-08,36.224364,2927.48,SPON2,spondin 2
101928370,3.76E-07,1.38E-08,36.204211,43.67,S1PR1-DT,S1PR1 divergent transcript
164118,3.78E-07,1.39E-08,36.189069,54.55,TTC24,tetratricopeptide repeat domain 24
57704,3.78E-07,1.39E-08,36.188514,7490.43,GBA2,glucosylceramidase beta 2
101927886,3.80E-07,1.40E-08,36.169305,18.77,RFX5-AS1,RFX5 antisense RNA 1
6575,3.80E-07,1.40E-08,36.170949,3210.4,SLC20A2,solute carrier family 20 member 2
7052,3.80E-07,1.40E-08,36.167383,8600.69,TGM2,transglutaminase 2
51411,3.88E-07,1.43E-08,36.126366,1322.73,BIN2,bridging integrator 2
107984201,3.90E-07,1.44E-08,36.108158,48.16,LOC107984201,uncharacterized LOC107984201
931,3.90E-07,1.44E-08,36.109901,2055.37,MS4A1,membrane spanning 4-domains A1
11264,3.90E-07,1.44E-08,36.108086,1008.11,PXMP4,peroxisomal membrane protein 4
22858,3.98E-07,1.47E-08,36.065587,2271.3,CILK1,ciliogenesis associated kinase 1
100302183,4.01E-07,1.49E-08,36.049793,93.84,MIR1825,microRNA 1825
101928214,4.01E-07,1.49E-08,36.046126,11.68,LOC101928214,uncharacterized LOC101928214
22903,4.01E-07,1.49E-08,36.043122,2495.52,BTBD3,BTB domain containing 3
105378187,4.02E-07,1.50E-08,36.036419,163.25,LOC105378187,
11244,4.05E-07,1.51E-08,36.018124,1988.29,ZHX1,zinc fingers and homeoboxes 1
3552,4.20E-07,1.56E-08,35.946292,48.95,IL1A,interleukin 1 alpha
105372632,4.20E-07,1.57E-08,35.940383,8.42,LOC105372632,
3603,4.23E-07,1.58E-08,35.925024,2519.76,IL16,interleukin 16
80003,4.39E-07,1.64E-08,35.850583,609.32,PCNX2,pecanex 2
2036,4.52E-07,1.69E-08,35.788132,2864.61,EPB41L1,erythrocyte membrane protein band 4.1 like 1
28755,4.72E-07,1.77E-08,35.701868,1385.09,TRAC,T cell receptor alpha constant
407008,4.82E-07,1.81E-08,35.654604,46.23,MIR223,microRNA 223
8416,4.83E-07,1.81E-08,35.651447,745.85,ANXA9,annexin A9
115950,4.88E-07,1.84E-08,35.624837,236.59,ZNF653,zinc finger protein 653
56253,4.91E-07,1.85E-08,35.614068,60.7,CRTAM,cytotoxic and regulatory T cell molecule
127262,4.98E-07,1.88E-08,35.580344,3935.53,TPRG1L,tumor protein p63 regulated 1 like
8029,5.13E-07,1.94E-08,35.519182,711.71,CUBN,cubilin
11102,5.17E-07,1.95E-08,35.50186,1350.17,RPP14,ribonuclease P/MRP subunit p14
960,5.17E-07,1.95E-08,35.501375,10342.87,CD44,CD44 molecule (Indian blood group)
4049,5.18E-07,1.96E-08,35.493027,72.69,LTA,lymphotoxin alpha
3895,5.21E-07,1.97E-08,35.480519,11496.03,KTN1,kinectin 1
3120,5.23E-07,1.99E-08,35.469519,636.22,HLA-DQB2,"major histocompatibility complex, class II, DQ beta 2"
2182,5.23E-07,1.99E-08,35.467485,2638.87,ACSL4,acyl-CoA synthetase long chain family member 4
105369819,5.37E-07,2.04E-08,35.413259,39.99,LOC105369819,uncharacterized LOC105369819
4353,5.37E-07,2.04E-08,35.411297,35.37,MPO,myeloperoxidase
28624,5.37E-07,2.05E-08,35.407708,14.6,TRBJ2-5,T cell receptor beta joining 2-5
80307,5.42E-07,2.07E-08,35.387542,1597.98,FER1L4,fer-1 like family member 4 (pseudogene)
6363,5.44E-07,2.08E-08,35.379258,1583.17,CCL19,C-C motif chemokine ligand 19
109703458,5.46E-07,2.09E-08,35.367348,823.4,HTD2,hydroxyacyl-thioester dehydratase type 2
126364,5.49E-07,2.10E-08,35.356931,509.83,LRRC25,leucine rich repeat containing 25
158830,5.53E-07,2.12E-08,35.339932,113.8,CXorf65,chromosome X open reading frame 65
9103,5.55E-07,2.13E-08,35.327865,796.62,FCGR2C,Fc gamma receptor IIc (gene/pseudogene)
80709,5.59E-07,2.15E-08,35.31291,4517.87,AKNA,AT-hook transcription factor
246213,5.66E-07,2.18E-08,35.285086,237.12,SLC17A8,solute carrier family 17 member 8
102466889,5.71E-07,2.20E-08,35.265942,64.02,MIR8071-2,microRNA 8071-2
28660,5.73E-07,2.21E-08,35.255565,15.56,TRAV23DV6,T cell receptor alpha variable 23/delta variable 6
9363,5.73E-07,2.21E-08,35.253702,62.5,RAB33A,"RAB33A, member RAS oncogene family"
81793,5.79E-07,2.24E-08,35.231547,290.37,TLR10,toll like receptor 10
55707,5.89E-07,2.28E-08,35.195064,2550.34,NECAP2,NECAP endocytosis associated 2
105374748,5.89E-07,2.28E-08,35.192509,34.66,LOC105374748,uncharacterized LOC105374748
696,6.02E-07,2.33E-08,35.146276,16.68,BTN1A1,butyrophilin subfamily 1 member A1
6351,6.10E-07,2.37E-08,35.117897,593.52,CCL4,C-C motif chemokine ligand 4
139716,6.11E-07,2.37E-08,35.113449,716.68,GAB3,GRB2 associated binding protein 3
102723922,6.12E-07,2.38E-08,35.106599,79.16,LOC102723922,
645528,6.27E-07,2.44E-08,35.055636,12.66,FAM238A,family with sequence similarity 238 member A
7391,6.33E-07,2.47E-08,35.035607,2555.92,USF1,upstream transcription factor 1
640,6.34E-07,2.47E-08,35.029949,558.86,BLK,"BLK proto-oncogene, Src family tyrosine kinase"
375387,6.36E-07,2.48E-08,35.023323,444.44,NRROS,negative regulator of reactive oxygen species
1265,6.50E-07,2.54E-08,34.977488,4719.07,CNN2,calponin 2
105372751,6.50E-07,2.54E-08,34.975182,19.42,LINC01684,long intergenic non-protein coding RNA 1684
105371401,6.58E-07,2.58E-08,34.949221,20.98,LOC105371401,uncharacterized LOC105371401
2110,6.59E-07,2.58E-08,34.94273,2582.3,ETFDH,electron transfer flavoprotein dehydrogenase
196383,6.60E-07,2.59E-08,34.937014,887.43,RILPL2,Rab interacting lysosomal protein like 2
432,6.66E-07,2.62E-08,34.918269,62.8,ASGR1,asialoglycoprotein receptor 1
4635,6.67E-07,2.62E-08,34.91309,13.08,MYL4,myosin light chain 4
90527,6.82E-07,2.69E-08,34.865161,200.65,DUOXA1,dual oxidase maturation factor 1
784,6.99E-07,2.76E-08,34.812743,1380.93,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
79872,7.01E-07,2.77E-08,34.807152,2783.6,CBLL1,Cbl proto-oncogene like 1
105370651,7.21E-07,2.85E-08,34.748382,15.76,LOC105370651,uncharacterized LOC105370651
1374,7.43E-07,2.94E-08,34.685437,9819.01,CPT1A,carnitine palmitoyltransferase 1A
23780,7.43E-07,2.94E-08,34.682468,2570.88,APOL2,apolipoprotein L2
6367,7.45E-07,2.95E-08,34.676356,227.37,CCL22,C-C motif chemokine ligand 22
2357,7.56E-07,3.00E-08,34.644249,1238.39,FPR1,formyl peptide receptor 1
84679,7.59E-07,3.02E-08,34.634159,451.47,SLC9A7,solute carrier family 9 member A7
80224,7.73E-07,3.07E-08,34.596051,723.97,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial"
285613,7.75E-07,3.08E-08,34.589031,320.48,RELL2,RELT like 2
554202,7.83E-07,3.12E-08,34.566681,39.67,MIR31HG,MIR31 host gene
8547,7.88E-07,3.14E-08,34.552061,65.99,FCN3,ficolin 3
5452,7.89E-07,3.15E-08,34.546229,952.69,POU2F2,POU class 2 homeobox 2
8631,8.02E-07,3.21E-08,34.510789,282.46,SKAP1,src kinase associated phosphoprotein 1
864,8.06E-07,3.23E-08,34.49944,810.27,RUNX3,RUNX family transcription factor 3
100996541,8.22E-07,3.29E-08,34.458933,32.56,FAM157C,family with sequence similarity 157 member C
64170,8.39E-07,3.36E-08,34.414938,193.09,CARD9,caspase recruitment domain family member 9
9627,8.40E-07,3.37E-08,34.411723,401.7,SNCAIP,synuclein alpha interacting protein
126375,8.40E-07,3.38E-08,34.40784,317.54,ZNF792,zinc finger protein 792
5021,8.40E-07,3.38E-08,34.405421,72.47,OXTR,oxytocin receptor
26030,8.41E-07,3.39E-08,34.401102,3201.79,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3
133522,8.63E-07,3.48E-08,34.349002,2494.37,PPARGC1B,PPARG coactivator 1 beta
80829,8.63E-07,3.48E-08,34.345339,5363.53,ZFP91,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase"
10563,8.66E-07,3.50E-08,34.338249,836.69,CXCL13,C-X-C motif chemokine ligand 13
4987,8.69E-07,3.51E-08,34.328366,100.1,OPRL1,opioid related nociceptin receptor 1
399888,8.74E-07,3.54E-08,34.314202,30.81,FAM180B,family with sequence similarity 180 member B
100129196,8.77E-07,3.56E-08,34.304498,96.02,MATN1-AS1,MATN1 antisense RNA 1
8448,8.82E-07,3.58E-08,34.29247,456.68,DOC2A,double C2 domain alpha
712,8.91E-07,3.62E-08,34.269983,8859.1,C1QA,complement C1q A chain
9992,8.94E-07,3.63E-08,34.260186,15.88,KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2
28560,8.97E-07,3.65E-08,34.253286,26.48,TRBV27,T cell receptor beta variable 27
586,9.01E-07,3.67E-08,34.242317,965.57,BCAT1,branched chain amino acid transaminase 1
284273,9.06E-07,3.69E-08,34.227784,3182.27,PTGR3,prostaglandin reductase 3
10479,9.14E-07,3.73E-08,34.209217,1193.99,SLC9A6,solute carrier family 9 member A6
9840,9.26E-07,3.78E-08,34.180189,395.49,TESPA1,"thymocyte expressed, positive selection associated 1"
27036,9.26E-07,3.79E-08,34.177706,136.85,SIGLEC7,sialic acid binding Ig like lectin 7
112267970,9.32E-07,3.81E-08,34.163542,50.01,LOC112267970,uncharacterized LOC112267970
100750246,9.61E-07,3.94E-08,34.099927,171.67,HIF1A-AS1,HIF1A antisense RNA 1
7940,9.65E-07,3.96E-08,34.089382,594,LST1,leukocyte specific transcript 1
10154,9.69E-07,3.98E-08,34.078692,1181.72,PLXNC1,plexin C1
28232,9.74E-07,4.01E-08,34.066043,927.29,SLCO3A1,solute carrier organic anion transporter family member 3A1
55509,1.01E-06,4.14E-08,34.001026,152.37,BATF3,basic leucine zipper ATF-like transcription factor 3
114784,1.01E-06,4.15E-08,33.994588,115.8,CSMD2,CUB and Sushi multiple domains 2
84536,1.01E-06,4.15E-08,33.996607,103.7,LINC01547,long intergenic non-protein coding RNA 1547
8809,1.02E-06,4.23E-08,33.956796,701.48,IL18R1,interleukin 18 receptor 1
7450,1.04E-06,4.29E-08,33.927518,12151.52,VWF,von Willebrand factor
4060,1.04E-06,4.31E-08,33.919379,25831.54,LUM,lumican
6566,1.05E-06,4.36E-08,33.898469,4824.63,SLC16A1,solute carrier family 16 member 1
60468,1.06E-06,4.39E-08,33.880641,326.42,BACH2,BTB domain and CNC homolog 2
51111,1.10E-06,4.58E-08,33.798045,3135.9,KMT5B,lysine methyltransferase 5B
6361,1.12E-06,4.67E-08,33.760475,47.99,CCL17,C-C motif chemokine ligand 17
100505641,1.13E-06,4.68E-08,33.753687,7847.26,FGD5-AS1,FGD5 antisense RNA 1
105373239,1.14E-06,4.76E-08,33.720107,83.45,LOC105373239,uncharacterized LOC105373239
55301,1.15E-06,4.79E-08,33.709155,14.07,OLAH,oleoyl-ACP hydrolase
92104,1.15E-06,4.80E-08,33.70529,447.14,TTC30A,tetratricopeptide repeat domain 30A
113263,1.18E-06,4.94E-08,33.647981,1138.17,GLCCI1,glucocorticoid induced 1
8477,1.18E-06,4.94E-08,33.644643,384.34,GPR65,G protein-coupled receptor 65
10019,1.20E-06,5.00E-08,33.620804,3014.05,SH2B3,SH2B adaptor protein 3
334,1.20E-06,5.03E-08,33.611025,24062.47,APLP2,amyloid beta precursor like protein 2
100506385,1.21E-06,5.05E-08,33.600674,23.58,LINC01426,long intergenic non-protein coding RNA 1426
101928710,1.22E-06,5.11E-08,33.578423,9.43,SCAT1,S-phase cancer associated transcript 1
28682,1.23E-06,5.17E-08,33.555242,15.44,TRAV8-4,T cell receptor alpha variable 8-4
645191,1.23E-06,5.19E-08,33.548734,91.84,LINGO3,leucine rich repeat and Ig domain containing 3
6556,1.24E-06,5.21E-08,33.538576,1143.97,SLC11A1,solute carrier family 11 member 1
378805,1.24E-06,5.23E-08,33.532078,639.05,LINC-PINT,"long intergenic non-protein coding RNA, p53 induced transcript"
105372857,1.24E-06,5.24E-08,33.529089,116.48,LOC105372857,uncharacterized LOC105372857
970,1.24E-06,5.25E-08,33.524659,31.79,CD70,CD70 molecule
28666,1.25E-06,5.29E-08,33.510492,23.36,TRAV17,T cell receptor alpha variable 17
105379085,1.26E-06,5.31E-08,33.500813,11.98,LOC105379085,uncharacterized LOC105379085
168455,1.26E-06,5.33E-08,33.493322,1583.7,CCDC71L,coiled-coil domain containing 71 like
11326,1.27E-06,5.36E-08,33.48191,2718.11,VSIG4,V-set and immunoglobulin domain containing 4
105371512,1.27E-06,5.40E-08,33.470267,10.64,LOC105371512,uncharacterized LOC105371512
112268136,1.28E-06,5.42E-08,33.461415,23.47,LOC112268136,uncharacterized LOC112268136
347404,1.30E-06,5.54E-08,33.41878,211.2,LANCL3,LanC like family member 3
51762,1.33E-06,5.67E-08,33.369871,2147.56,RAB8B,"RAB8B, member RAS oncogene family"
57799,1.33E-06,5.67E-08,33.369259,1667.33,RAB40C,"RAB40C, member RAS oncogene family"
200298,1.34E-06,5.70E-08,33.361459,72.35,LINC00528,long intergenic non-protein coding RNA 528
4237,1.34E-06,5.71E-08,33.358322,445.82,MFAP2,microfibril associated protein 2
160140,1.34E-06,5.72E-08,33.352101,75.22,C11orf65,chromosome 11 open reading frame 65
3656,1.35E-06,5.78E-08,33.333648,377.15,IRAK2,interleukin 1 receptor associated kinase 2
28602,1.35E-06,5.77E-08,33.335376,27.41,TRBV6-5,T cell receptor beta variable 6-5
3122,1.37E-06,5.87E-08,33.301678,43910.57,HLA-DRA,"major histocompatibility complex, class II, DR alpha"
28662,1.38E-06,5.91E-08,33.287043,19.31,TRAV21,T cell receptor alpha variable 21
283521,1.39E-06,5.96E-08,33.269956,23.19,TMEM272,transmembrane protein 272
83440,1.40E-06,6.00E-08,33.257397,2837.42,ADPGK,ADP dependent glucokinase
254528,1.40E-06,6.01E-08,33.253788,22.27,MEIOB,meiosis specific with OB-fold
55289,1.41E-06,6.06E-08,33.239451,149.77,ACOXL,acyl-CoA oxidase like
101927603,1.42E-06,6.13E-08,33.216279,16.22,LOC101927603,uncharacterized LOC101927603
85440,1.46E-06,6.30E-08,33.159752,2133.86,DOCK7,dedicator of cytokinesis 7
4794,1.48E-06,6.39E-08,33.130392,585.87,NFKBIE,NFKB inhibitor epsilon
107986853,1.48E-06,6.41E-08,33.124736,28.19,LOC107986853,uncharacterized LOC107986853
105376592,1.48E-06,6.42E-08,33.122406,9.12,LINC02718,long intergenic non-protein coding RNA 2718
105377673,1.51E-06,6.53E-08,33.087461,10.49,LOC105377673,uncharacterized LOC105377673
7903,1.52E-06,6.57E-08,33.077128,759.86,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
51059,1.53E-06,6.65E-08,33.052975,143.18,FAM135B,family with sequence similarity 135 member B
113791,1.55E-06,6.72E-08,33.029924,3303.58,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
105369625,1.56E-06,6.78E-08,33.012313,18.16,LOC105369625,uncharacterized LOC105369625
2322,1.56E-06,6.79E-08,33.011283,205.36,FLT3,fms related receptor tyrosine kinase 3
54106,1.59E-06,6.92E-08,32.971883,138.55,TLR9,toll like receptor 9
64386,1.61E-06,7.02E-08,32.943887,1010.09,MMP25,matrix metallopeptidase 25
9331,1.61E-06,7.04E-08,32.938675,479.26,B4GALT6,"beta-1,4-galactosyltransferase 6"
85457,1.62E-06,7.06E-08,32.931883,3251.79,CIPC,CLOCK interacting pacemaker
51318,1.63E-06,7.13E-08,32.912817,2895.16,MRPL35,mitochondrial ribosomal protein L35
23288,1.64E-06,7.16E-08,32.90482,2153.82,IQCE,IQ motif containing E
646023,1.65E-06,7.24E-08,32.88194,52.92,ADORA2A-AS1,ADORA2A antisense RNA 1
11010,1.68E-06,7.36E-08,32.849673,2208.26,GLIPR1,GLI pathogenesis related 1
105369890,1.69E-06,7.43E-08,32.83108,87.86,LOC105369890,uncharacterized LOC105369890
7226,1.71E-06,7.50E-08,32.811356,669.1,TRPM2,transient receptor potential cation channel subfamily M member 2
23307,1.73E-06,7.62E-08,32.778756,3119.51,FKBP15,FKBP prolyl isomerase family member 15
4311,1.75E-06,7.68E-08,32.763772,2970.65,MME,membrane metalloendopeptidase
23078,1.78E-06,7.85E-08,32.71985,1561.16,VWA8,von Willebrand factor A domain containing 8
9217,1.78E-06,7.86E-08,32.718978,3452.7,VAPB,VAMP associated protein B and C
101928126,1.78E-06,7.87E-08,32.716362,76.02,LOC101928126,uncharacterized LOC101928126
286101,1.81E-06,8.00E-08,32.682173,1351.35,ZNF252P,"zinc finger protein 252, pseudogene"
29907,1.81E-06,8.01E-08,32.680286,658.59,SNX15,sorting nexin 15
28581,1.82E-06,8.07E-08,32.665395,15.65,TRBV11-2,T cell receptor beta variable 11-2
79641,1.82E-06,8.07E-08,32.664717,1997.47,ROGDI,rogdi atypical leucine zipper
4070,1.91E-06,8.46E-08,32.571196,92.09,TACSTD2,tumor associated calcium signal transducer 2
80714,1.93E-06,8.55E-08,32.549703,158.31,PBX4,PBX homeobox 4
9527,1.93E-06,8.59E-08,32.539506,2772.48,GOSR1,golgi SNAP receptor complex member 1
196,1.94E-06,8.62E-08,32.532079,4082.99,AHR,aryl hydrocarbon receptor
10437,1.96E-06,8.74E-08,32.505741,6102.32,IFI30,IFI30 lysosomal thiol reductase
945,1.98E-06,8.80E-08,32.491069,325.43,CD33,CD33 molecule
56964,2.00E-06,8.93E-08,32.462667,53,WDR93,WD repeat domain 93
28672,2.00E-06,8.94E-08,32.459701,26.36,TRAV12-3,T cell receptor alpha variable 12-3
23287,2.01E-06,8.99E-08,32.449324,1134.1,AGTPBP1,ATP/GTP binding carboxypeptidase 1
406934,2.01E-06,8.99E-08,32.450092,56.45,MIR142,microRNA 142
80008,2.02E-06,9.03E-08,32.440733,283.04,TMEM156,transmembrane protein 156
56901,2.02E-06,9.02E-08,32.442446,431.92,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2
285386,2.03E-06,9.10E-08,32.424997,71.88,TPRG1,tumor protein p63 regulated 1
285093,2.05E-06,9.20E-08,32.402236,15.45,RTP5,receptor transporter protein 5 (putative)
342510,2.11E-06,9.48E-08,32.342345,356.29,CD300E,CD300e molecule
11099,2.12E-06,9.52E-08,32.3347,2264.78,PTPN21,protein tyrosine phosphatase non-receptor type 21
671,2.12E-06,9.55E-08,32.327713,36.04,BPI,bactericidal permeability increasing protein
917,2.13E-06,9.61E-08,32.315917,193.11,CD3G,CD3 gamma subunit of T-cell receptor complex
3791,2.15E-06,9.70E-08,32.297651,1298.13,KDR,kinase insert domain receptor
57097,2.15E-06,9.71E-08,32.294587,557.55,PARP11,poly(ADP-ribose) polymerase family member 11
91373,2.15E-06,9.72E-08,32.292178,1006.7,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
60675,2.19E-06,9.88E-08,32.259643,122.75,PROK2,prokineticin 2
283897,2.19E-06,9.89E-08,32.257612,469.48,C16orf54,chromosome 16 open reading frame 54
81579,2.19E-06,9.91E-08,32.25335,1778.73,PLA2G12A,phospholipase A2 group XIIA
2191,2.21E-06,1.00E-07,32.231133,611.7,FAP,fibroblast activation protein alpha
101928572,2.25E-06,1.02E-07,32.188867,22.02,LOC101928572,uncharacterized LOC101928572
4575,2.25E-06,1.02E-07,32.190562,305.7,TRNS2,tRNA-Ser
210,2.28E-06,1.04E-07,32.159166,3548.08,ALAD,aminolevulinate dehydratase
107985409,2.28E-06,1.04E-07,32.16029,19.29,LOC107985409,uncharacterized LOC107985409
100507616,2.33E-06,1.06E-07,32.112919,78.04,LINC02397,long intergenic non-protein coding RNA 2397
84808,2.35E-06,1.07E-07,32.101918,17.62,PERM1,"PPARGC1 and ESRR induced regulator, muscle 1"
8869,2.35E-06,1.07E-07,32.093434,828.38,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
5655,2.37E-06,1.08E-07,32.077376,125.4,KLK10,kallikrein related peptidase 10
28826,2.44E-06,1.11E-07,32.020977,1268.54,IGLV1-36,immunoglobulin lambda variable 1-36
10123,2.44E-06,1.12E-07,32.013751,1944.68,ARL4C,ADP ribosylation factor like GTPase 4C
100130298,2.44E-06,1.12E-07,32.013038,25.25,LOC100130298,hCG1816373-like
1629,2.50E-06,1.14E-07,31.966444,1583.05,DBT,dihydrolipoamide branched chain transacylase E2
22806,2.54E-06,1.16E-07,31.932462,1697.21,IKZF3,IKAROS family zinc finger 3
55089,2.54E-06,1.17E-07,31.928292,363.44,SLC38A4,solute carrier family 38 member 4
219285,2.57E-06,1.18E-07,31.902441,2547.14,SAMD9L,sterile alpha motif domain containing 9 like
4568,2.57E-06,1.18E-07,31.898749,300.87,TRNL2,tRNA-Leu
28573,2.59E-06,1.19E-07,31.886976,11.35,TRBV14,T cell receptor beta variable 14
64175,2.59E-06,1.19E-07,31.88456,1372.51,P3H1,prolyl 3-hydroxylase 1
29899,2.60E-06,1.20E-07,31.871166,2484.75,GPSM2,G protein signaling modulator 2
23381,2.61E-06,1.21E-07,31.85929,4864.88,SMG5,SMG5 nonsense mediated mRNA decay factor
713,2.62E-06,1.21E-07,31.853932,9751.93,C1QB,complement C1q B chain
8542,2.62E-06,1.21E-07,31.848496,4298.47,APOL1,apolipoprotein L1
10800,2.65E-06,1.23E-07,31.829491,334.31,CYSLTR1,cysteinyl leukotriene receptor 1
254359,2.65E-06,1.23E-07,31.827045,1030.76,ZDHHC24,zinc finger DHHC-type containing 24
4360,2.67E-06,1.24E-07,31.810451,4658.64,MRC1,mannose receptor C-type 1
3904,2.69E-06,1.25E-07,31.789037,41.25,LAIR2,leukocyte associated immunoglobulin like receptor 2
3123,2.71E-06,1.26E-07,31.776979,14665.55,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
3576,2.74E-06,1.27E-07,31.750538,1343.3,CXCL8,C-X-C motif chemokine ligand 8
731220,2.82E-06,1.31E-07,31.693374,33.03,RFX8,regulatory factor X8
343,2.82E-06,1.31E-07,31.692473,5373.83,AQP8,aquaporin 8
117144,2.84E-06,1.32E-07,31.676409,17.75,CATSPER1,cation channel sperm associated 1
112268296,2.88E-06,1.35E-07,31.640768,405.75,LOC112268296,
10873,2.89E-06,1.35E-07,31.632541,1246.96,ME3,malic enzyme 3
105372602,2.94E-06,1.38E-07,31.597435,130.53,LOC105372602,uncharacterized LOC105372602
171389,2.98E-06,1.40E-07,31.569589,1345.32,NLRP6,NLR family pyrin domain containing 6
105372791,2.99E-06,1.40E-07,31.560359,24.92,LOC105372791,uncharacterized LOC105372791
112268102,3.00E-06,1.41E-07,31.551932,12.99,LOC112268102,uncharacterized LOC112268102
107984957,3.03E-06,1.42E-07,31.532029,54.37,LINC02812,long intergenic non-protein coding RNA 2812
9953,3.03E-06,1.42E-07,31.531971,361.14,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1
8511,3.04E-06,1.43E-07,31.521711,217.16,MMP23A,matrix metallopeptidase 23A (pseudogene)
383,3.04E-06,1.43E-07,31.522668,66.86,ARG1,arginase 1
11186,3.04E-06,1.43E-07,31.51664,1602.95,RASSF1,Ras association domain family member 1
915,3.11E-06,1.47E-07,31.470048,518.09,CD3D,CD3 delta subunit of T-cell receptor complex
10379,3.12E-06,1.47E-07,31.462083,3255.31,IRF9,interferon regulatory factor 9
7760,3.13E-06,1.48E-07,31.456649,776.41,ZNF213,zinc finger protein 213
107985154,3.14E-06,1.48E-07,31.448046,221.78,LOC107985154,uncharacterized LOC107985154
107985522,3.17E-06,1.50E-07,31.422582,20.78,LOC107985522,
100500837,3.18E-06,1.51E-07,31.416658,1273.01,MIR3606,microRNA 3606
53917,3.21E-06,1.52E-07,31.394853,1550.65,RAB24,"RAB24, member RAS oncogene family"
105373098,3.21E-06,1.52E-07,31.394532,38.85,KLHDC7B-DT,KLHDC7B divergent transcript
